,names,dates,scores,reviews
0,steve521,"May 24, 2016",10,"I play the game since closed beta. I couldn't stop playing overwatch.

If you are a big fan of TF2, you should buy it now.

从测试开始玩，如果喜欢军团要塞你一定会喜欢这个游戏的。。"
1,KingOfAmerica,"May 24, 2016",10,"Fantastic game. It was ready for gold release at beta time. Worldwide launch yesterday showed few hiccups initially, but after about 3 games smooth as silk. Played in a party all night and had a blast. The most fun I have had in a game... since I can remember. Best purchase of 2016 so far. Don't miss out on this game."
2,vgmkyle,"May 24, 2016",10,"Battleborn is dead, and Uncharted is tired and boring... so what do you do? You play something that's actually inventive and fun. Overwatch is so much fun, and the reason behind that is all the variety and ways to perform in combat. It looks great too. Battleborn is the ugly rip off of Overwatch and is about as fun as Star Fox Wii."
3,Veska,"May 24, 2016",9,"Expensive? 40 dollars is expensive games? With free DLC maps and heroes?:)  And dead game after month? It is so ""cute"":)

This game is something, which i want and miss nowdays. It is like new TF2 but with better heroes, maps and graphic. People forgot, that TF2 wasnt F2P game. It had same prize as Overwatch. 40 dollars or 60 dollars in Orange Box with HL2 games and Portal. And story andExpensive? 40 dollars is expensive games? With free DLC maps and heroes?:)  And dead game after month? It is so ""cute"":)

This game is something, which i want and miss nowdays. It is like new TF2 but with better heroes, maps and graphic. People forgot, that TF2 wasnt F2P game. It had same prize as Overwatch. 40 dollars or 60 dollars in Orange Box with HL2 games and Portal. And story and co-op? Why? Why you need story in this game. You have short movies, comics and that is all, what you need:)

+gameplay
+heroes
+prize 40 dollars with free upgrade (maps and heroes)
+Blizzard game, that you know, that you have still servers for this game after 5-10 years
+supported game
+really nice optimalization
-game eats your time
-people must play just like team
+… Expand"
4,zombiechan,"May 24, 2016",8,"Overwatch is a very enjoyable team shooter. The game is a perfect casual game where you can jump in for 5-10mins and shoot up some people. The characters are fun to play and I do love that the game tells you what your team comp is lacking or has too much of. A nice thing that other team games should put in.

One of the issues I have with the game is that shift is an ability and notOverwatch is a very enjoyable team shooter. The game is a perfect casual game where you can jump in for 5-10mins and shoot up some people. The characters are fun to play and I do love that the game tells you what your team comp is lacking or has too much of. A nice thing that other team games should put in.

One of the issues I have with the game is that shift is an ability and not sprint (unless your Solider 76). I am getting use to it but I've been programmed to hit shift for running.

The other issue I have is also small but it's the microtransaction with the loot boxes. I'm never a big fan to see microtransaction in a paid game, I kind of wish that they did their loot boxes similar to Battleborn's loot packs. You get coins at the end of a match and you can use those coins to purchase a loot box. Would of been better in my opinion.

Overall Overwatch is a great game, it might as well be known as Team Fortress 3. It's fun and easy to get into.… Expand"
5,adriandenan,"May 24, 2016",7,"Overwatch is a fun game, perfect characters and perfect maps.

The new Blizzard IP was really enjoyable.

Pros: Nice Maps
Characters
Short matches

Cons:
Microtransactions"
6,NewMenace,"May 24, 2016",7,"Played it a lot during the closed and open beta , its a good game but not worth of the 40/60/120 $ price tag.
This game brings no innovation to the FPS scene its just a mix a of TF2 and UT."
7,kkay,"May 24, 2016",10,"This is the first game that I had bought this year, which I do not regret buying. I have never had so much fun since rainbow six siege first came out, and im still gonna play both game. Great content, lots of stuff to unlock, lots of accessibility. Easy to pick up, hard to master! Plus, just like Ubi with Rainbow Six Siege, the devs are going to release all the DLC maps and chars for FREEThis is the first game that I had bought this year, which I do not regret buying. I have never had so much fun since rainbow six siege first came out, and im still gonna play both game. Great content, lots of stuff to unlock, lots of accessibility. Easy to pick up, hard to master! Plus, just like Ubi with Rainbow Six Siege, the devs are going to release all the DLC maps and chars for FREE with Overwatch. I just cant get enough of this game. Hopefully my daughter wont follow my footsteps. :D… Expand"
8,roflCyclone,"May 24, 2016",10,"For me, this is a return to form for Blizzard. It's not that they've ever made a single bad game, but personally I haven't been completely blown away with a title of theirs like I have been with Overwatch since WoW launched at the end of 2004. Incredibly fun, incredibly varied, and wildly addicting. You can tell that this is NOT a PC game that will die off after a few months. I think we'reFor me, this is a return to form for Blizzard. It's not that they've ever made a single bad game, but personally I haven't been completely blown away with a title of theirs like I have been with Overwatch since WoW launched at the end of 2004. Incredibly fun, incredibly varied, and wildly addicting. You can tell that this is NOT a PC game that will die off after a few months. I think we're going to be playing Overwatch for the next 10 years, similarly to TF2. But that's really where the comparisons should stop. This is very much it's own game; confident in it's own identity and demanding in its required skill set. Simply an excellent IP from one of the all time great developers. Best played with friends but still a ton of fun with a PUG.… Expand"
9,AsboXFlemzo,"May 24, 2016",6,"When i saw the first cgi video of this game i thought, wow that looks amazing. Wow another dead island situation. pros - very pretty and sounds nice.
Cons- Well the game is generally completely unbalanced. Some Hero like mcree can roll and fire a 6 round clip. Other can fly agross the map at super speed, have two health bars and unlimited ammo. Yup completely unbalanced, once guys is aWhen i saw the first cgi video of this game i thought, wow that looks amazing. Wow another dead island situation. pros - very pretty and sounds nice.
Cons- Well the game is generally completely unbalanced. Some Hero like mcree can roll and fire a 6 round clip. Other can fly agross the map at super speed, have two health bars and unlimited ammo. Yup completely unbalanced, once guys is a auto turret that can wipe out the team instantly. There is 1 mode split into 3 to pretend there is 3 modes. Caputure points then escort train. Other modes are just capture points and just escort train. Honestly a huge rip off. Maps seem ok, but are unbalanced to the flying heros. Classes are broken since offence is basically useless and defence and tanks completely over power them in any 1v1. Some support have more dps then offence. The game is a huge mess, someone needs to completely rework the heros. Now ive played both tf2 and battleborn and shadowrun so i know how balanced hero shooters work. Honestly its the worst of the bunch. Gameplay feel great if i was aged 3-14.… Expand"
10,XandWacky,"May 24, 2016",10,This has a LOT of differences when compared to TF2. This game is very diverse with all its characters. The maps are also really fun to play and the gameplay is amazing. It's a game I really didn't expect to get into playing but I did anyway. I'm glad I did.
11,dreadcannibal,"May 24, 2016",10,"I'm sure smart people will know not to buy this game and not fall for the marketing.

this game feels like a f2p game, it lacks content.
you need a team of friends to really enjoy it and even then it doesnt worth 60$.

stay away."
12,Maxson,"May 24, 2016",8,"Definitely one of the best shooters this year. This game is really fun, especially with friends. It's nice to see Blizzard trying out new things, instead of sticking with their traditional games. I'm looking at the negative reviews right now, clearly some people just love to troll and hate for no reason."
13,worksa7,"May 24, 2016",10,"A fantastic modern multiplayer shooter, with unique and interesting characters. The gameplay doesn't have a lot of modes or anything yet, however given all future heroes/modes/maps are all free, and the base game is only $40, it's not a bad deal at all.
The combat is fast and fluid, the game runs at a smooth 60FPS on almost any reasonable machine (while still looking great), and the gameA fantastic modern multiplayer shooter, with unique and interesting characters. The gameplay doesn't have a lot of modes or anything yet, however given all future heroes/modes/maps are all free, and the base game is only $40, it's not a bad deal at all.
The combat is fast and fluid, the game runs at a smooth 60FPS on almost any reasonable machine (while still looking great), and the game has a lot of polish.
There are tons of little things, that really help this game feel alive. For example, characters standing near debris, slanted walls, etc will adjust their feet's physical location so that it makes sense, as in no one appears to just be floating. Equipment, hair, earrings, pretty much anything that would have physics when people move does. The sounds and animations are incredibly varied and smooth on every character, and mechanical parts move in an incredibly realistic way.

That being said the game is still in it's infancy stage of release. So the content, while they claim to be expanding soon, is pretty bare right now- even if all of the characters are varied and super fun to play.
There are some minor balance issues and matchmaker will probably see some improvements over time.

All in all, while resembling TF2 in a few ways (Route 66 map, the game mode types...) it's variety of enjoyable heroes, level of polish, price point with loads of free content promised over this summer, and the Blizzard IP behind it- Overwatch will only gain traction from here on out.… Expand"
14,bentc123,"May 24, 2016",10,"Overwatch is a very addictive, fast game-play FPS. I played 100 hours in the beta alone and already have 10 after release. I have not had this much fun since the early days of TF2. The 40$ price tag is very cheap for how much content you get and their in game purchases are not in any way pay to win."
15,RunsreyM,"May 24, 2016",9,"Overwatch is a very addictive, fast gameplay FPS. They could have gone the F2P and micro-transaction approach and likely made more money with hero and skin unlocks for a monetary value or earned in game currency. I really commend Blizzard from staying away from this model for a number or reasons. Primarily, this filters out many trolls instantly.

The level of detail on mechanics of theOverwatch is a very addictive, fast gameplay FPS. They could have gone the F2P and micro-transaction approach and likely made more money with hero and skin unlocks for a monetary value or earned in game currency. I really commend Blizzard from staying away from this model for a number or reasons. Primarily, this filters out many trolls instantly.

The level of detail on mechanics of the game by Blizzard is hard to match by any other company. Each individual character feels absolutely polished and unique in their skillset. Movement and shooting are extremely smooth, which is paramount in a game such as this one.

Balance is fairly spot on. You will get many in game saying that Reinhardt is OP, but there's easy counters to him that will subsequently shut him down easily. Each character can be very strong in different scenarios, but there are definite counters to each. Torbjörn also comes to mind on defense. He is very strong if you continue to select characters and run into turret fire.

I think this game will start to really shine as people hit the level to go into competitive ranked play and will make for a very entertaining E-Sport.

Quick Positives:
+ Polished Gameplay
+ Hard to master
+ Promotes teaming

Quick Negatives:
- Repetitive Maps
- Lack of reward/progression… Expand"
16,Vard,"May 24, 2016",10,"The hype was real, Blizzard delivered.

Fantastically fun game, and i must say, Blizzard handled launch day spectacularly. Me and my friends only got disconnected once or twice each in the first 6 hours.

And about a dollar each is a fair price for the loot crates in my opinion

and remember. There's a $40 version of the game you can download if u don't want the origins skins. SoThe hype was real, Blizzard delivered.

Fantastically fun game, and i must say, Blizzard handled launch day spectacularly. Me and my friends only got disconnected once or twice each in the first 6 hours.

And about a dollar each is a fair price for the loot crates in my opinion

and remember. There's a $40 version of the game you can download if u don't want the origins skins. So don't complain about the $60 pricetag… Expand"
