,names,dates,scores,reviews
0,Construc_,"Jun  1, 2016",10,"Its easy to learn, but hard to master.  No games studio ever aspires to be more than that.  the characters are diverse and interesting, the swaping of characters mid-match is a nice twist and really shakes things up, and the gameplay is snappy and fun.  while the maps and game modes are sparse, they are interesting and well designed to the point that more maps would only add clutter.  iIts easy to learn, but hard to master.  No games studio ever aspires to be more than that.  the characters are diverse and interesting, the swaping of characters mid-match is a nice twist and really shakes things up, and the gameplay is snappy and fun.  while the maps and game modes are sparse, they are interesting and well designed to the point that more maps would only add clutter.  i dont buy many games, but this one is a keeper for life.… Expand"
1,AlvaroZeno,"Jun  1, 2016",8,"As you would expect from blizzard, it looks awesome colorful! The game plays very smooth. The only downside for me atm is the lack on content. But i think they will add more in the future so for now it is an 8/10"
2,RipTide098,"Jun  1, 2016",8,"Overwatch is a fast paced, colorful, First Person Shooter, with a diverse cast of playable characters to play as.  The game is a lot of fun, but has a few glaring problems that keep it from being truly great.

The first thing to talk about is, the game just looks amazing. The fantastic art style and bright colors make every part of this game just stand out so well.  Environment designsOverwatch is a fast paced, colorful, First Person Shooter, with a diverse cast of playable characters to play as.  The game is a lot of fun, but has a few glaring problems that keep it from being truly great.

The first thing to talk about is, the game just looks amazing. The fantastic art style and bright colors make every part of this game just stand out so well.  Environment designs have enough detail to make each area feel distinct and alive without feeling overly cluttered or distracting.  Character models look fantastic.  Each of the 21 characters look unique and yet are instantly recognizable at a glance, and every inch of them is bursting with character. In a world where games with muted grey brown as their only color have become the norm, it is nice to see colorful games that aren't afraid to be games again.

Gameplay is fast and fun.  The maps are very well designed with plenty of large open areas for ranged engagements and many side paths to flank and get the drop on opponents.  Even within the same map areas can feel wildly different, with one section being a wide open combat arena and the next being tight corridors, and the rest being anywhere in-between.  The heroes all stand out gameplay wise as well, with even characters that are considered to be of the same class playing completely different.  The diversity of skills and weapons available from the cast of heroes is enough to keep the game from ever feeling stale.  Some may complain about the lack of customization, but I for one, prefer the massive differences form class to class than the minor differences from load out to load out.

Now to the bad parts, the game is a little content light.  There are only three real different game types and a forth that is just a combination of two of the others.  There could have been a few more on launch, even just adding a fully fleshed out death match style game mode would have gone a long way to remove this as a concern.  Though to be fair the large roster of heroes does do a bit to cover for this, personally I would rather extra characters to an extra game mode or a few maps.

Now for my biggest problem with the game, the free to play style loot system.  The slow rate of gaining crates, the random factor ensuring you have virtually no chance for getting items you want, the high rate of duplicate items, and the low 20% of value credit gain from said duplicates all add up to make this system just terrible.  Even though all the items are purely cosmetic, this system is designed to trick people into spending more than they want to and does not in any way belong in a full price game.

Over all Overwatch is a fun game that looks great and is a joy to play.  Right now thought, it is held back by its lack of diversity in game modes and atrocious free to play loot system.  If you can wait for the additional free content that is coming, and can look past the free to play elements, it is defiantly worth the cost though.… Expand"
3,Thunderklap,"Jun  1, 2016",10,"This game is easily one of the best releases currently this year, its defiantly worth the £30 ($40) price tag.

Pros:
-21 very individual characters with interesting abilities and playstyles, each of which can appeal to different kinds of players from different genres of gaming.
-Support characters are actually quite fun to play (especially Zenyatta), something which other gamesThis game is easily one of the best releases currently this year, its defiantly worth the £30 ($40) price tag.

Pros:
-21 very individual characters with interesting abilities and playstyles, each of which can appeal to different kinds of players from different genres of gaming.
-Support characters are actually quite fun to play (especially Zenyatta), something which other games struggle to get right
-Detailed backstory which going to be fleshed out as the game continues
-12 individual maps with plans to add more in the future (all future maps will be free)
-Cool skins and cosmetic items which are all available to be obtained in-game
-Unique art style which looks very good in-game
-Lots of skill based gameplay with characters that are both easy to pick up and hard to master
-Good matchmaking and servers
-Lack of annoying individuals that permeate many other games of this genre, especially kids and hackers (yet to see either of them after 20 hours)
-Great fun both alone and with friends
-Competitive modes to be added sometime during June 2016
-Well optimised
-No character feels absolutely broken or absolutely useless
-Compatible with Dolby Atmos and other high quality sound systems
-Much less focused on K/D and other generic FPS qualities and promotes teamwork
-All future content updates will be free, somebody who owns the standard version to the game will be on equal footing to each other, there will be no microtransactions outside of skins and loot boxes which can be obtained normally for free.

Cons
-No single player
-Some characters ,at the moment, feel much more useful than many other characters which are far more situational, especially once you get past how to counter Bastion and Torbjorn easily, although this may be subject to change… Expand"
4,weirdseth,"Jun  1, 2016",10,"Overwatch is the most fun I've had playing video games in years! It's addicting, always leaving me wanting to play another match. The characters are all a lot of fun to play and all feel very different. I really don't understand how people can say that this game isn't worth $60. It has only been out for a week and I've already spent over 30 hours playing it. That is so much more time thanOverwatch is the most fun I've had playing video games in years! It's addicting, always leaving me wanting to play another match. The characters are all a lot of fun to play and all feel very different. I really don't understand how people can say that this game isn't worth $60. It has only been out for a week and I've already spent over 30 hours playing it. That is so much more time than I would spend in a game like Uncharted, but I don't see anyone saying that game isn't worth the money. If you like multiplayer shooters at all, buy this game. If you don't like multiplayer shooters, probably not for you.… Expand"
5,tacticalcraptic,"Jun  1, 2016",10,"OverWatch is one of the most fun online multiplayer games I have ever played. I feel as if it sits alongside Smash Bros.4, Street Fighter 4, League of Legends and Rocket League as the most fun games you can play endlessly online.
It is every accessible, even to those who are not great at shooters (for example, myself) it gives lots of strategic options and we way to contribute to yourOverWatch is one of the most fun online multiplayer games I have ever played. I feel as if it sits alongside Smash Bros.4, Street Fighter 4, League of Legends and Rocket League as the most fun games you can play endlessly online.
It is every accessible, even to those who are not great at shooters (for example, myself) it gives lots of strategic options and we way to contribute to your team in a meaningful way, even if you can't pull a jumping headshot at 400 paces.

Everything from the art, to the level design to the balance is very good and it only seems to be improving and will likely continue to improve for a long time. It's also just a lot of plain ol' fun to play.

Also, just get it for PC. Mouse and keyboard work much better, it only costs $40.00 on PC ($20 less than on console) and just like TF2, Awesomenauts and most other online multiplayer games that get a PC and console release, the PC version will likely be relevant for much longer. It scales pretty well on pretty much any mid-range laptop bought within the last 5 years.… Expand"
6,Egocentricion,"Jun  1, 2016",0,"Meh, there isn't much to say, the skill cap is incredibly low, the gunplay is terrible, everything feels floaty, and it favours casuals and doesn't reward skill at all."
7,Jounichi,"Jun  1, 2016",9,"I enjoyed the open beta, pre-ordered the base version, and honestly it's some of the best $40 I've spent in a long while. It has a bright and vivid color pallet, the character's are all mechanically and visually distinct from one another, and the environments are well varied. In my experience defend missions are an easier time than attack missions, but I've both won and lost some closeI enjoyed the open beta, pre-ordered the base version, and honestly it's some of the best $40 I've spent in a long while. It has a bright and vivid color pallet, the character's are all mechanically and visually distinct from one another, and the environments are well varied. In my experience defend missions are an easier time than attack missions, but I've both won and lost some close matches so it may not even be worth mentioning.

As general policy I don't like giving games (or anything) perfect scores because it discourages improvement, but the game as released has done an excellent job of what it set out to do. I'd like some more modes, and we'll get them eventually. My biggest gripe is there's no way to earn the in-game currency used to buy customization options for characters. Once you hit maximum level you're stuck buying loot crates, and (in my opinion) the occasional repeated drops of the same skin/tag/voice/etc don't award enough currency to offset the loss of something better.… Expand"
8,Pilgrimzero,"Jun  1, 2016",10,"I generally dislike multiplayer FPS games.  Last one I actually put any effort into was Halo 3's multi.

But this game is FUN and ADDICTIVE.  I love it.  I've even spent real cash to buy loot boxes because I want the skins.

The characters and different play styles means there is something for everyone.  I started off being a healer (Mercy) so I could always contribute to the team.  II generally dislike multiplayer FPS games.  Last one I actually put any effort into was Halo 3's multi.

But this game is FUN and ADDICTIVE.  I love it.  I've even spent real cash to buy loot boxes because I want the skins.

The characters and different play styles means there is something for everyone.  I started off being a healer (Mercy) so I could always contribute to the team.  I have now moved to a tank character (D. Va) which I am surprisingly good at using.

Take it from me as someone who generally dislikes multiplayer anything, this game is worth the cost.  And its only going to get better.… Expand"
9,Zalty,"Jun  1, 2016",10,"The game has a few balancing issues, and the loot boxes could use  a higher drop rate for things that are actually worth it, but basically, the game is otherwise fan. Tastic. It's incredibly polished, and the emphasis is on FUN, not making money. A story mode would be fine, but Blizzard never planned for one in the first place, unlike Battlefront, and we do get story in the form ofThe game has a few balancing issues, and the loot boxes could use  a higher drop rate for things that are actually worth it, but basically, the game is otherwise fan. Tastic. It's incredibly polished, and the emphasis is on FUN, not making money. A story mode would be fine, but Blizzard never planned for one in the first place, unlike Battlefront, and we do get story in the form of Disney-level quality animated shorts, and comics that they periodically release. Everything about the game, from the emphasis on team play, to the marketing campaign is lovingly crafted for us. People complain about the price tag, but this is one of the few times I personally can say the devs deserve it. I went and bought the Origins edition simply because I felt the developers did everything they could for the PLAYERS, and not for themselves, and thus did deserve more than virtually every other triple-A company.… Expand"
