,names,dates,scores,reviews
0,IrradiatedNun,"Oct  7, 2016",0,Focus tested drivel. Its a mobile game for neckbeards. Addicting but empty. I'd say I can't believe its an esport but lol esports. They wanted to capitalize on the success of Team Fortress without having to try too hard.
1,Taanz,"Oct  5, 2016",0,"No matchmaking in unranked, bad matchmaking in ranked (less then 1 second queue often), toxic community, little amount of maps, lack of balance...all in all great potential but terrible management."
2,Oculolingus,"Oct  4, 2016",8,"Here is what I think Overwatch is good at, and what it's bad at:

Positive:
- Incredibly fun to play as a team, whether it be perfect balance of defense, offense and support or six Winston tanks running in with primal rage for a super strike. Seriously, it's fun.
- Fast paced and easy to maneuver around. Very few times have I gotten bored because the game was too slow. Everything isHere is what I think Overwatch is good at, and what it's bad at:

Positive:
- Incredibly fun to play as a team, whether it be perfect balance of defense, offense and support or six Winston tanks running in with primal rage for a super strike. Seriously, it's fun.
- Fast paced and easy to maneuver around. Very few times have I gotten bored because the game was too slow. Everything is quick and leaves me with an adrenaline rush when I'm a lone Lucio on the payload in overtime with a Reinhardt-Mercy combo running at me.
- Easy to play most characters; rewarding to play those that are not. Bastion, essentially a sentry gun that can move and repair itself, can be used by pretty much anyone who plays Overwatch. While heroes like Zarya can take time to learn and use effectively.
- Runs very well on my computer. Not sure if it's just because it's powerful, or the game is very well optimized.

Negative:
- Matchmaking can sometimes take a while. I've sat in a Skirmish for five minutes before. While that's not a seriously long wait-time, I can sometimes get into a game in five seconds.
- Some things feel unbalanced to use and fight against. Reinhardt's shield is incredibly powerful and can defend the entire team while Bastion sets up right behind him and mows every single person down. Very good for both defense and offense, but seemingly unfair to defend or fight against.

Overall:

Incredibly fun to play and get into, especially with friends. The price tag on the Origin version is not worth the extra skins and items you get for buying it. Stick with the base, $40.00 version and you'll be absolutely fine and dandy. In the twenty hours I've played, I haven't come across any hackers. That's not to say there isn't any, but is part of my experience.… Expand"
3,cultan21,"Oct  4, 2016",10,"I love Overwatch.  I've been playing it since release, and I have about 200 hours on it.  I'm an average/below average player if you look at my SR.  Matchmaking can be atrocious at time and grouping up with five random people can be a task in frustration.  But overall I've had and hope to continue to have tremendous fun with this game for the years to come."
4,mvaillette,"Oct  3, 2016",0,"As a TF2 fanatic, I was disappointed by Overwatch. I also consider it to be the worst game purchase I've ever made.

At first I loaded up the game, saw all the characters, and imagined TF2 with 20something classes. Wow. This is going to be neat!

But the gameplay is **** Consistently **** I stuck with it for a week but it was painfully unfun.

The flow of gameplay is schizoid;As a TF2 fanatic, I was disappointed by Overwatch. I also consider it to be the worst game purchase I've ever made.

At first I loaded up the game, saw all the characters, and imagined TF2 with 20something classes. Wow. This is going to be neat!

But the gameplay is **** Consistently **** I stuck with it for a week but it was painfully unfun.

The flow of gameplay is schizoid; Disorganized to the point of painfulness. It wouldn't be an issue in a typical FPS game, but the format of Overwatch calls for some degree of organization which is not fulfilled by playing with randoms.

The game doesn't lack content. It's just bad. Think of it... A lot of FPS games could survive on one or two core maps. Content is then created by player interaction. If those interactions are fun, you have a near endless supply of good content.

A lot of people do play Overwatch, but if it wasn't backed by Blizzards advertising wallet it wouldn't be popular. (Or maybe perhaps if their current formula didn't ""work"" they might be more consistent with their products.)

I won't deny that Overwatch is fun when teams ""click."" It's probably a blast with a regular team. Maybe it'll be more fun when the playerbase has more experience, and the metagame matures...

...But in my eyes Overwatch is ****e right now.… Expand"
5,killafrog,"Oct  2, 2016",0,"If you got money simply DONT buy overwatch. I wish I coudl have a refund for this :(
The game is like in an ""alpha stage"". Classes are TOTALLY unbalanced and there are a plenty of hackers with their aimbot ruining every single quick match.
I think this is another blizzard fail after diablo 3 ..... GG BLIZZ!"
6,PGMP,"Sep 29, 2016",3,"It would be good if the competitve match making system and ELO system were not completly **** up.

Enjoy your frustration trying to climb it. Im not touching this game till that **** is fixed."
7,WiperElite,"Sep 27, 2016",10,"awesome competitive game.
the unique heroes make to this game a without experience equal.
The maps are very detailed and have the perfect size for a competitive game of this gender.
The league system is comfortable and highlights the teamwork.
There are 1000 things for unlock and you can unlock him without pay, only playing and going up level."
8,Jamezietocool,"Sep 25, 2016",7,"Overwatch is a great game. It is certainly not a 0 like other user reviewers are saying ,however it's not exactly perfect either.

There is practically no story in the game, the only story are animated shorts and comics from outside sources to help build the world of Overwatch. And while these are made with the high quality one would expect from Blizzard, the game itself lacks any sortOverwatch is a great game. It is certainly not a 0 like other user reviewers are saying ,however it's not exactly perfect either.

There is practically no story in the game, the only story are animated shorts and comics from outside sources to help build the world of Overwatch. And while these are made with the high quality one would expect from Blizzard, the game itself lacks any sort of explanation to who these characters are and why they are capturing points/pushing payloads.
However, what little story there is can be found in Easter eggs, character dialogues and before mentioned outside sources; these story elements helps makes our 21 characters more interesting and engaging. and i wish Blizzard would have fleshed out the story with an in game campaign.

Gameplay is where Overwatch excels in my opinion. This is a team focused game and Blizzard have design the game around teamwork. Not once have I ever felt that I wasn't contributing or I was carrying my entire team. The maps are creatively designed and the gamemodes, while very basic and simple, have been balanced and polished out to a high standard. There are 22 (as of Sept. 25 2016) playable characters with more on the way and each of these characters feel unique and useful, even the supports have cool healing abilities and can kill anyone.
There are 3 main gamemodes: Quickplay, Competitive, and Brawl. Each of these have a variety of maps and objectives to do, however they may get repetitive after a while since the objectives are just attack/defend points and push a payload. And since these are the only gamemodes for now the amount of content will seem lacking for now however Blizzard have promised more for free in the future so that will really decide the worth of the game

In terms of microtransactions, the game can be played without spending more than the premium price. The microtransaction are lootboxes that you can either get from leveling up or buying them with real money. However obtaining lootboxes by leveling up gets much harder for lvl. 40+. But the only thing these boxes gives are cosmetic skins, sprays, player icons, and voice speeches; lootboxes are completely optional so it won't give any gameplay advantages if you buy 1000 of these to someone who hasn't spent a penny.

Overall, Overwatch is a great game to mess around with friends. And while the content so far has been lacking, Blizzard's promise of free characters and maps has helped ensure me that content will keep coming for many years to come.
I recommend you to buy this game at $40 if you love first-person shooters, teambased games, or have a bunch of friends to play with. (Note: If you can, don't buy the origins edition. It's $20 for a bunch of skins that aren't really special compared to other skins anyone can get. Buy the normal edition)… Expand"
9,GenoyTexy,"Sep 22, 2016",0,Do not buy it. The matchmaking and balancing of the game is broken. The game is purely hype. You'll enjoy the first hours of the game but when you start competitive the matchmaking breaks to pieces.
