,names,dates,scores,reviews
0,nonameforme,"Sep 22, 2017",0,"Full of unbalance issue, lag, toxic community.
Hacking, rage quit, you name it. The punishment is also laughable when you can just throw money in to negate the punishment of -75% gambling box progression.

It's also should be labeled as gambling software, not game."
1,Zeusbot48,"Sep 22, 2017",0,"This game should be much higher than a 5. The gameplay is good, the game is well polished, and Blizzard has worked hard to balance the heroes since launch. I had a blast with overwatch when it first came out and for a few months afterwards. The problem is player population. As the months have gone by, the shrinking pool of players in my country has caused the matchmaking to become worseThis game should be much higher than a 5. The gameplay is good, the game is well polished, and Blizzard has worked hard to balance the heroes since launch. I had a blast with overwatch when it first came out and for a few months afterwards. The problem is player population. As the months have gone by, the shrinking pool of players in my country has caused the matchmaking to become worse and worse. It is now common to spend 3-4 minutes waiting for a match, even during peak times in the evening on weekends. These long waits are more often than not followed by an unbalanced match. I have no problem losing games, what I have a problem with is getting steamrolled by the same team 4-5 games in a row, then steamrolling another team, or getting backfilled into a losing game with no chance of winning. I understand that online matchmaking is not a perfect science, and the algorithm is probably doing the best that it can to provide good matches, but there simply are not enough players to make it happen. The $70AUD price tag for a multiplayer only game almost a year after it's release is almost certainly the cause of this problem. This game deserves a 9 for it's gameplay, honestly, however Blizzard's desire to gouge Australian gamers is killing this game, at least for me.… Expand"
2,Tenebris,"Sep 20, 2017",4,"A game that looks good from the outside, but the more you play it, the more its many flaws stand out.

-Poor balance. The game is probably in the worst state it's ever been. Between new problems like Doomfist's instant kill, overbuffing Mercy and DVa, and longstanding problems like Pharmercy, Hanzo's scatter and certain characters just being perpetually OP (76) or UP (Sombra) with few orA game that looks good from the outside, but the more you play it, the more its many flaws stand out.

-Poor balance. The game is probably in the worst state it's ever been. Between new problems like Doomfist's instant kill, overbuffing Mercy and DVa, and longstanding problems like Pharmercy, Hanzo's scatter and certain characters just being perpetually OP (76) or UP (Sombra) with few or no changes, it seems like Blizzard doesn't have a clue what to do. Though given their history with Starcraft and WoW, I guess this should not come as a surprise.

-Terrible matchmaker. It's been over a year and I'm still pretty sure this thing just enforces 50% win rate. Also in non-comp modes be prepared to get matched with players hundreds, often thousands of levels about you, because evidently there's not enough new players.

- Waiting for game: be prepared to wait typically 2-6 times longer than the estimated time even during peak play times. Maybe there's just not that many people playing the game? I usually see the same 10 people over and over too, even after leaving at match's end.

- Maps: You can't choose which map you want to play on, and even if you could, the majority of them are just slight variations on TF2's Dustbowl, with or without a payload.

- Character variety: Have fun getting reported for playing an off-meta hero in Quickplay. Mystery Heroes sounds fun, but since there's no limits it generally comes down to whichever team gets 3 D.Va's or something FotM. Deathmatch seemed like a breath of fresh air, but you probably won't stand a chance unless you're using one of a handful of characters with low-skill instant kill moves (Doomfist's right click, Hanzo's Scattershot, McCree's flashbang).

- Dumbs down a lot of typical FPS things for casuals: No fall damage, infinite ammo, very little self-damage, visible enemy health. Most heroes are very easy to use with low skill ceiling.

- Press Q to Win: You can play like garbage on attack the entire game, but plenty of ults can easily kill most of the enemy team or simply force them off the point, making for an easy win.

Add that all up with the repetitive feel of the game (In under a dozen hours, you will probably see just about everything the game has to offer), and I think giving it a 4/10 is still a little generous. Blizzard is slow to add content, and mostly we just get events with limited-time game modes and skins.… Expand"
3,InfiniteYT,"Sep 20, 2017",5,"Overwatch as a casual game is very enjoyable. It's filled with interesting mechanics, a nice art style, and fun gameplay. Sadly as a competitive shooter the game falls flat.

The gamemodes are almost a copy of TF2 involving either moving a payload or attack/defense control points. The way play these modes is through quick play, the weekly brawl, vs bots, or competitive(I will get toOverwatch as a casual game is very enjoyable. It's filled with interesting mechanics, a nice art style, and fun gameplay. Sadly as a competitive shooter the game falls flat.

The gamemodes are almost a copy of TF2 involving either moving a payload or attack/defense control points. The way play these modes is through quick play, the weekly brawl, vs bots, or competitive(I will get to later). The game as of July 24th has 22 characters with there own ability's. Most of them are fairly generic like a sniper(widowmaker), a engineer(torbjorn), a scout(tracer), a soldier(Pharah), a medic(Mercy), and a demoman(junkrat), but the still differ themselves enough from there TF2 counterparts. The other characters though very one dimensional are fairly unique and offer a wide variety of gameplay styles. Each character typically only has 1 gun, 1-2 abilities, and a special. The guns control fairly well except they lack any recoil and really have a low skill ceiling to use most of them. Most of the abilities are cool like creating a ice wall or providing armor to teammates. The problem stems from the specials. Some of the specials are nothing much but the others are downright ridiculous. Here is where competitive falters, the specials not only are OP and unbalanced but take little to no skill to pull off.  Wallhacks, aimbots, Invincibility all sound like hacks but are REAL specials for some of the overwatch characters. That's not competitive nor fun to play with or against. To add to that there are broken hitboxes for most character and weapons making any chance to be competitive pushed to the side. Also you have to be level 25 to unlock competitive which takes far too long to achieve. The game even in casual is ruined by these ""Specials"" due to there limited skill to use and overall cheapness when you get killed by one. The soundtrack of this game however is great and fits the heroic mood of the game very well. I always enjoy booting up the game and hearing the music as I prepare for battle against...overwatch? Yea, the lore is fairly week as well as the gameplay doesn't correlate at all with the lore made for the game making you wonder what the point of having all those cool short films to advertise the game. Luckily that does little to affect the game play. The  last thing is the in game cosmetics which do look cool and don't affect the gameplay and it is fun to be rewarded with when you play more. The loot boxes are overpriced if you want to buy them but there really is no point. In conclusion Overwatch does have some great things going for it but as a competitive shooter it falls flat. Hopefully it goes for a more casual approach like TF2 did or a competitive approach instead of this frustrating middle ground of a unbalanced annoying mess. There is still going to be more updates so I'm eager to see what Blizzard does with the game in the future. 7.4/10 -Infinite… Expand"
4,mrmustard,"Sep 19, 2017",1,"I want to like this game but I just can't. It's really no different to TF2, but costs money. To be honest it doesn't feel at all like a Blizzard game apart from the price tag. If you literally have nothing else to play then maybe it's OK. With the shooter standard so high these days I was very disappointed"
5,Braduk,"Sep 15, 2017",8,"Overwatch gives me the sort of fun that TF2, a game that it is often compared to, has failed to give me for years now. It is definitely a very solid team shooter. What stops me from giving it a perfect score are two main problems. The first one is that there was nothing added from the beta at the time this was written, however Blizzard plans to add more in the future. The second problem isOverwatch gives me the sort of fun that TF2, a game that it is often compared to, has failed to give me for years now. It is definitely a very solid team shooter. What stops me from giving it a perfect score are two main problems. The first one is that there was nothing added from the beta at the time this was written, however Blizzard plans to add more in the future. The second problem is some balancing issues, where certain classes just outshine. But other than that, the game provides a lot of fun, especially if you are tired of the downward slope that TF2 has been on.

Updated: A lot of the negative reviews are heavily outdated and most of the complaints here are no longer valid, including such claims as there only being two gamemodes (there's a lot more than that in the arcade section alone), hackers (I have not once played a game with a hacker), and other issues that are no longer prevalent. It's a shame to see a metascore be so unfairly affected by outdated issues and people who have no idea what they are truly talking about. The balance is spotty, yes, but it's a lot better than it used to be, and matchmaking is also a lot better as well.… Expand"
6,PizzaW0lf,"Sep 14, 2017",7,"Now that the hype has settled I think I should give a fair analysis on this game and whether or not it's worth the $40-$60 you will spend. One thing that I LOVE about this game is how easy it is to play. No confusing menus or other crap I don't care, just simple click what you want which is vital in an action packed game like this. The characters REALLY stand out. I love all of them!Now that the hype has settled I think I should give a fair analysis on this game and whether or not it's worth the $40-$60 you will spend. One thing that I LOVE about this game is how easy it is to play. No confusing menus or other crap I don't care, just simple click what you want which is vital in an action packed game like this. The characters REALLY stand out. I love all of them! (except MEI I HATE HER) All of them have there own charm and make the game even more fun. The art style is also nice but pretty basic. And the maps are seriously the best maps for a multiplayer shooter like Overwatch. But a big problem I have with the game is how lacking in content it really is. Especially for a $40-$60 game. PLEASE BLIZZARD, ADD IN A STORY MODE! Also I think this game really didn't diverse GOTY in 2016. And just for the fact it got THAT award makes this game feel a little OVERRATED. Sorry  ¯_(ツ)_/¯. Overall I would recommend. PS, this game runs SUPER well on most computers that are pretty good in terms of graphical power.… Expand"
7,tonrar2634,"Sep 14, 2017",0,"PARENT WARNING!!  If you are reading this before deciding to purchase, you need to know that Overwatch is no longer just a kids' game. Due to its popularity with younger children, it has become a preferred arena for online hate speech ""trolls"" of all ages who login to abuse players including children with the worst racist, misogynist, bullying comments that you would never want yourPARENT WARNING!!  If you are reading this before deciding to purchase, you need to know that Overwatch is no longer just a kids' game. Due to its popularity with younger children, it has become a preferred arena for online hate speech ""trolls"" of all ages who login to abuse players including children with the worst racist, misogynist, bullying comments that you would never want your children to see. There is a reporting feature in the game, but BLIZZARD has a reputation for not punishing these predators so they continue to proliferate. Don't take my word for it, search yourself and you'll find countless stories about this problem including acknowledgements from BLIZZARD. Please be careful.… Expand"
8,Ahmon,"Sep 11, 2017",0,"Polished garbage.  Game has no balance to speak of and continues to get worse each patch.  New heroes are released at a snail's pace.  Maps are completely unbalanced.  Patches are always focused on profit over player enjoyment.  Developers have zero game sense.  No story, no single player.  Anything interesting is patched out eventually."
9,muzmuz,"Sep  8, 2017",7,"Brings about a very good impression all around, but for its price tag, the game just gets old quickly with its lack of content and repetitive gameplay. A polished characteristic of a game alone does not make you play the game consistently."
